Record Type: High-speed Train Departure Station: BERLIN             Train Time: 23:43h Total Duration: 05 Stops Flags: 06 Arrival Time: 04:43h
Record Type: Regional Train   Departure Station: CHERBOURG          Train Time: 23:46h Total Duration: 03 Stops Flags: 01 Arrival Time: 02:46h
Record Type: High-speed Train Departure Station: PRAGUE             Train Time: 23:51h Total Duration: 20 Stops Flags: 00 Arrival Time: 19:51h
Record Type: Regional Train   Departure Station: ANNECY             Train Time: 00:01h Total Duration: 05 Stops Flags: 01 Arrival Time: 05:01h
Record Type: High-speed Train Departure Station: GENEVE             Train Time: 00:16h Total Duration: 05 Stops Flags: 00 Arrival Time: 05:16h
Record Type: High-speed Train Departure Station: LAUSANNE           Train Time: 00:21h Total Duration: 05 Stops Flags: 00 Arrival Time: 05:21h
Record Type: High-speed Train Departure Station: BERNE              Train Time: 00:23h Total Duration: 06 Stops Flags: 00 Arrival Time: 06:23h
Record Type: High-speed Train Departure Station: SAINT GAL          Train Time: 00:36h Total Duration: 07 Stops Flags: 00 Arrival Time: 07:36h
Record Type: High-speed Train Departure Station: LUCERNE            Train Time: 00:42h Total Duration: 06 Stops Flags: 00 Arrival Time: 06:42h
Record Type: High-speed Train Departure Station: ROME               Train Time: 00:48h Total Duration: 15 Stops Flags: 01 Arrival Time: 15:48h
Record Type: High-speed Train Departure Station: VENISE             Train Time: 00:56h Total Duration: 08 Stops Flags: 05 Arrival Time: 08:56h
Record Type: High-speed Train Departure Station: VIENNE             Train Time: 01:01h Total Duration: 10 Stops Flags: 01 Arrival Time: 11:01h
Record Type: High-speed Train Departure Station: AMSTERDAM          Train Time: 01:07h Total Duration: 03 Stops Flags: 01 Arrival Time: 04:07h
Record Type: High-speed Train Departure Station: ANVERS             Train Time: 01:17h Total Duration: 03 Stops Flags: 01 Arrival Time: 04:17h
00046 number of trains processed
